,url,size,serial_no,similarity_score,num_forms,has_login_form,num_scripts,has_external_scripts,num_hyperlinks,num_external_hyperlinks,num_js_events,isPhishing
478,http://www.accounts.synchronizing.googlemail.www2.vectorstrategies.com/,405278,479,0.472804872,1,0,17,1,12,12,0,1
479,https://mobilmarkam.com/Viewuploadedpictures/and/location/,1029145,480,0.662705717,1,0,30,1,4056,4005,0,1
480,https://pub-9b9f00e61177403ebf8c3c84b3b67d3c.r2.dev/.%60%2c%5d.html,13606,481,0.505565027,1,0,2,1,0,0,0,1
482,https://jennelcheng.com/accpt/1drv/1drv/,110271,483,0.753445727,1,0,9,1,6,0,0,1
485,https://kaka-a0i.pages.dev,136260,486,0.872444739,1,0,4,1,1,0,0,1
489,https://find-ordersupport.com/,17746,490,0.893862446,0,0,3,1,0,0,0,1
494,http://retoure.albstoffe-performance.com/de/privatkunden/pakete-empfangen/express-sendung-empfangen/faq.html,210,495,0.178457653,0,0,0,0,0,0,0,1
497,http://mertkarlk.com/,1979,498,0.640366895,0,0,0,0,1,0,0,1
499,https://ebankingdkb.sviluppo.host/meinapp/77464/Entry.php,551426,500,0.399340658,2,0,2,0,69,0,0,1
500,https://ebankingdkb.sviluppo.host/meinapp/44317/Entry.php,551426,501,0.399340658,2,0,2,0,69,0,0,1
501,https://www.enomis-paris.fr/MY/EU/home-wr/my-cart.php?token=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwbGVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMi4wLjYyNjEuNjkgU2FmYXJpLzUzNy4zNjE3OC4zMy4xNDQuMTc2MjAyNDpGZWI6U2F0,131874,502,0.792202585,2,0,31,1,127,121,0,1
502,https://compuvalencia.com/dhlpriv/,39,503,0.138232703,0,0,0,0,0,0,0,1
504,https://multifixdapp.pages.dev,86586,505,0.731281634,2,0,15,0,66,1,0,1
505,https://php-lemon-elephant-darkizitri809234.codeanyapp.com/pass/14127/,39,506,0.138232703,0,0,0,0,0,0,0,1
506,https://web3apifirmware.github.io/en/,88161,507,0.797070641,0,0,11,1,10,2,0,1
507,https://web3apifirmware.github.io/manual/form.html?issue=MM,12167,508,0.854065509,1,0,5,1,11,0,0,1
514,https://jottambor.com/dh/app/index.php?userid=9d8021428ef5605da42042f3930ae64a&ue=cc4f9e95d8a35eeee1d5c344d50d17bd,39,515,0.138232703,0,0,0,0,0,0,0,1
515,https://document.files-shared-secure.workers.dev,2115712,516,0.176024976,1,0,9,1,6,0,0,1
525,https://universityofcetralflorida.ukit.me/,4771,526,0.750217108,0,0,9,1,1,1,0,1
526,https://uniersityofcetralflorida.ukit.me/,4771,527,0.750217108,0,0,9,1,1,1,0,1
527,https://uconnrequestcancellationform1.weebly.com/,33229,528,0.860311098,1,0,27,1,5,1,0,1
528,https://twittercookieupdate.weebly.com/,3792,529,0.667926093,0,0,1,0,2,0,0,1
529,https://today-currently-24-2-1024.weeblysite.com/,1551,530,0.625643849,0,0,0,0,1,1,0,1
530,https://securityss.yolasite.com/,17801,531,0.893862446,0,0,3,1,0,0,0,1
531,https://securite00.weebly.com/,3792,532,0.667926093,0,0,1,0,2,0,0,1
532,https://rvbyuhf3reu209wdiujvdefddef.weebly.com/,28558,533,0.882778133,1,0,31,1,2,0,0,1
533,https://richiedesk.weebly.com/,3792,534,0.667926093,0,0,1,0,2,0,0,1
534,https://raritanvalleycommunitycollege.ukit.me/,4771,535,0.750217108,0,0,9,1,1,1,0,1
535,https://qweytreasdfghzxcvbn.weeblysite.com/,1551,536,0.625643849,0,0,0,0,1,1,0,1
536,https://other-103768.weeblysite.com/,1551,537,0.625643849,0,0,0,0,1,1,0,1
537,https://orderduhdnuxjknujxx.weeblysite.com/,1551,538,0.625643849,0,0,0,0,1,1,0,1
538,https://mailsystemauth.weebly.com/,3792,539,0.667926093,0,0,1,0,2,0,0,1
539,https://fwefbwefewfew.weebly.com/,36806,540,0.885316361,1,0,27,1,12,1,0,1
540,https://form.jotform.com/240545513129048,5847,541,0.777372967,0,0,9,1,2,2,0,1
541,https://ejam0u9a.square.site/,1551,542,0.625643849,0,0,0,0,1,1,0,1
542,https://cogeco-106361.square.site/,1551,543,0.625643849,0,0,0,0,1,1,0,1
543,https://btinternet-79497c.webflow.io/,880,544,0.818149649,0,0,0,0,0,0,0,1
545,https://www.justnewproductions.com/,39,546,0.138232703,0,0,0,0,0,0,0,1
546,https://docs.google.com/presentation/d/e/2PACX-1vSZbIsH6WwNMxJE9f471vS1TPnyCofO9R_XCjtuX4nNBc6pf67SPQq2uqD4J6FBX7untAyTQO0ySIds/pub?start=false&amp;loop=false&amp;delayms=3000,106591,547,0.836928803,0,0,18,0,0,0,0,1
547,https://app.formester.com/f/be273a76-d3b5-401f-b5d5-e0f86031844b?ZGVudDI4MjhAaGFubWFpbC5uZXQ=,1945,548,0.224346763,0,0,0,0,1,0,0,1
549,https://fedex-online-mx--fedex-mx.codeanyapp.com/SM/Biling.html,39,550,0.138232703,0,0,0,0,0,0,0,1
550,https://hkyf65za.square.site/,1551,551,0.625643849,0,0,0,0,1,1,0,1
555,https://usps.pdbbjwuzdx.top/,626,556,0.602030671,0,0,4,0,0,0,0,1
556,https://usps.nixhkrvgej.top/,626,557,0.602030671,0,0,4,0,0,0,0,1
557,https://usps.gxwcfgihdh.top/,626,558,0.602030671,0,0,4,0,0,0,0,1
558,https://xzm1um.webwave.dev,1492,559,0.392606836,0,0,1,0,2,1,0,1
559,https://www3.mbtcom.workers.dev/,89805,560,0.904197625,1,0,14,1,16,11,0,1
560,https://aseguratecolombia.brizy.site/,39,561,0.138232703,0,0,0,0,0,0,0,1
561,https://docs.google.com/presentation/d/e/2PACX-1vRJboF5U6dFIKUclKTaqx-plfCUJeMsJ3nisx-UvNocBUN8_0zfYNpkR1EU7RGfIJR4tCRgiMLnSYWB/pub?start=false&amp;loop=false&amp;delayms=3000,3038,562,0.76719545,0,0,0,0,2,1,0,1
562,https://docs.google.com/presentation/d/e/2PACX-1vQWD3L5IEx7-KWK1TDHQc2N6jFM2pfe3moVlHiSUrBckdh9NKpvyJl5xwdHgwRa1lOut769pXTeUYkF/pub?start=false&amp;loop=false&amp;delayms=3000,3038,563,0.76719545,0,0,0,0,2,1,0,1
563,https://updatedservicesmaill.weebly.com/,3792,564,0.667926093,0,0,1,0,2,0,0,1
564,https://proposal893link9340.analawncare.workers.dev/,4113,565,0.739358658,1,0,3,0,2,2,0,1
565,https://cute-entremet-49bd4bsd.netlify.app/,2871,566,0.804174023,0,0,1,0,2,1,0,1
566,https://security-support-case-n-0a132d.netlify.app/form.html,2871,567,0.804174023,0,0,1,0,2,1,0,1
571,https://comforting-cajeta-9d1028sd.netlify.app/,2871,572,0.804174023,0,0,1,0,2,1,0,1
572,https://blush-innovative-frill.glitch.me/uytty.html,1924,573,0.678373852,0,0,0,0,2,1,0,1
573,https://docusign-sev.pages.dev/,4113,574,0.739358658,1,0,3,0,2,2,0,1
574,https://netflix.dahai2626.workers.dev/,404510,575,0.751304832,2,0,10,1,21,16,0,1
575,https://login-att-10388.weeblysite.com/,1551,576,0.625643849,0,0,0,0,1,1,0,1
576,https://securehotmail.ronbrownhelen.workers.dev/,4113,577,0.739358658,1,0,3,0,2,2,0,1
577,https://enpr1firstentsecure23alert.pages.dev/,19352,578,0.776466695,1,0,6,1,19,18,0,1
578,https://benutzer-beschwerde-kontodetails.netlify.app/,2871,579,0.804174023,0,0,1,0,2,1,0,1
579,https://slu.ebl.mybluehost.me/-/index.html,3521,580,0.458899959,1,0,0,0,0,0,0,1
580,https://carpal-lyrical-sloop.glitch.me/i8uy7y.html,1922,581,0.678373852,0,0,0,0,2,1,0,1
581,https://cecilion.pages.dev/,2372,582,0.800326301,0,0,2,1,4,0,0,1
582,https://lolweaw.editorx.io/my-site,25601,583,0.871010011,0,0,8,1,5,5,0,1
583,https://homet-10156612.weeblysite.com/,1551,584,0.625643849,0,0,0,0,1,1,0,1
585,https://cloudflare-ipfs.com/ipfs/bafybeibscxnj4fjuvnbsc3b7kw5xyi7dkfcxlxsnhtdxnqhwgqx6rr4pfy/bergaxel231.html,1900432,586,0.838970921,1,0,6,1,1,0,0,1
588,https://shorthaired-brass-ink.glitch.me/,1923,589,0.678373852,0,0,0,0,2,1,0,1
590,https://scintillating-odsatdsader-bbcc12.netlify.app/,2871,591,0.804174023,0,0,1,0,2,1,0,1
591,https://pass-ch.web.app/,8264,592,0.86867332,0,0,4,0,0,0,0,1
592,https://usps.spnjgqnvzo.top/,626,593,0.602030671,0,0,4,0,0,0,0,1
593,https://segurosaldiacolombia.brizy.site/,39,594,0.138232703,0,0,0,0,0,0,0,1
594,https://aoh.lkl.mybluehost.me/ar/app/index.php?&userid=3b0cab9058c9754c3ce892f0aeef0a76&ue=d44b75e3be7b412c2d3369f0df9c5d25,39,595,0.138232703,0,0,0,0,0,0,0,1
595,https://featherservices.ca/ps1,105922,596,0.648849209,1,0,11,0,49,0,0,1
596,https://featherservices.ca/ps1/,105908,597,0.648849209,1,0,11,0,49,0,0,1
597,https://dtytudattwebpages.weeblysite.com/,1551,598,0.625643849,0,0,0,0,1,1,0,1
598,http://att-management-106042.weeblysite.com/,1551,599,0.625643849,0,0,0,0,1,1,0,1
599,https://att-management-106042.weeblysite.com/,1551,600,0.625643849,0,0,0,0,1,1,0,1
601,https://my-site-109547-101992.weeblysite.com/,92177,602,0.436469891,0,0,15,1,0,0,0,1
604,https://homedisupdted.square.site/,1551,605,0.625643849,0,0,0,0,1,1,0,1
607,https://taplink.cc/homedoneisup,1597,608,0.575619301,0,0,0,0,0,0,0,1
610,https://algogold.com/,190487,611,0.788956757,1,0,25,1,19,17,0,1
611,http://goltaa.com,123559,612,0.812063127,1,0,43,1,58,43,0,1
612,http://algogold.com,190487,613,0.788956757,1,0,25,1,19,17,0,1
613,https://docs.google.com/presentation/d/e/2PACX-1vQdkrucnBIz0j_WKHf6YkizrArgvekDMXKf3h16aPdp4rIT92EjfhCSbfLgiRiHHsPwqz3x7z3FbNfe/pub?start=false&amp;loop=false&amp;delayms=3000,2802,614,0.688485831,0,0,0,0,3,2,0,1
614,https://taplink.cc/homedisupdates,1601,615,0.575619301,0,0,0,0,0,0,0,1
615,https://docs.google.com/presentation/d/e/2PACX-1vTuWwpMC6j_hPzYYvXp03DnQYMMAB1ej9UpQ5Vts4U9442Y9kweKJ8rNC6DcQl8StQGHtZ9f-i8ZpB5/pub?start=false&amp;loop=false&amp;delayms=3000,3038,616,0.76719545,0,0,0,0,2,1,0,1
619,https://docs.google.com/presentation/d/e/2PACX-1vRhFPTzMT1k0ghmJQ4az_PB40SZjXYWXYHASRlAxsFmwAPnouAVTd_ru7Y-z99B_iRnh2tw5lh3ztI4/pub?start=false&amp;loop=false&amp;delayms=3000,3038,620,0.76719545,0,0,0,0,2,1,0,1
622,https://docs.google.com/presentation/d/e/2PACX-1vTda2JGwTXDX-9lU0dkRQadVH1Hh5wZPEJEc8FAXb89CPaMha4gCMlAcqE-Thy-CFb2KIl2zDn9jxfX/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,99999,623,0.837999194,0,0,18,0,0,0,0,1
623,https://docs.google.com/presentation/d/e/2PACX-1vTda2JGwTXDX-9lU0dkRQadVH1Hh5wZPEJEc8FAXb89CPaMha4gCMlAcqE-Thy-CFb2KIl2zDn9jxfX/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,99672,624,0.838017579,0,0,18,0,0,0,0,1
624,https://docs.google.com/presentation/d/e/2PACX-1vRBWVUlGXo1Yz2ILTeGQXiBiaLM4HdL1nySdrSmQENffXGx3EbEufRtBeA5zsEcqVN3AIHECkzEfGuI/pub?start=false&amp;loop=false&amp;delayms=3000,3038,625,0.76719545,0,0,0,0,2,1,0,1
625,https://canadaallvisa.com/doud.php,11709,626,0.437636636,0,0,3,1,4,0,0,1
626,https://cpanel101.turbify.biz/~kcbj2r1318mxkc32/sd/,7596,627,0.754516382,0,0,0,0,1,1,0,1
627,https://wow-flowers.ru/bitrix/admin/mobile/ch/index.php,26704,628,0.854440997,1,1,26,0,11,2,0,1
628,https://s3.amazonaws.com/bhon69datoryouten/postch.html,2888,629,0.443946238,0,0,0,0,0,0,0,1
629,https://www.insuperabilebarrese.com/samo.html,57282,630,0.744007378,1,0,6,1,14,4,0,1
630,https://wow-flowers.ru/bitrix/admin/mobile/ch/tracking.php,26797,631,0.854440997,1,1,26,0,11,2,0,1
631,https://cpanel101.turbify.biz/~kcbj2r1318mxkc32/axa/,7596,632,0.754516382,0,0,0,0,1,1,0,1
632,http://ladijrbser.wpenginepowered.com/kzfh,1939,633,0.14437935,0,0,0,0,4,4,0,1
635,https://docs.google.com/presentation/d/e/2PACX-1vSDXudWvkd0pPxFj_ZayuclM1pgZQKFp1Kh6Ks1RJovD2NSeTv6ikOT6DUxPQcPTFSXNr02iUrTwzYd/pub?start=false&amp;loop=false&amp;delayms=3000,125073,636,0.836677805,0,0,18,0,0,0,0,1
637,https://keepo.io/lllerwep,15239,638,0.171522281,0,0,0,0,1,1,0,1
638,https://keepo.io/lllerwep/,15239,639,0.171522281,0,0,0,0,1,1,0,1
639,https://docs.google.com/presentation/d/e/2PACX-1vTW6MTQ0wpPxJSjn4gXSFOt8rckcSGdV9fVf01luyROYN1yLWsuPXfc6rbPHGB5nv6qVNQTvM0O8pRB/pub?start=false&amp;loop=false&amp;delayms=3000,3038,640,0.76719545,0,0,0,0,2,1,0,1
642,https://frogex.ca/auxiell/wined.com/fadiolous/auth8/passport.yandex.com/3289234335433213739967783875678495487646-987657849687535-38756378955-9827463785/index.php?,2816,643,0.882219282,0,0,3,0,0,0,0,1
643,https://lionsoftwarehouse.com/proshopserver/nordstrom/svgdata.php?data=start,108182,644,0.83993762,1,0,22,1,31,26,0,1
644,https://yota.ge/wp-content/WebServerSecure/,92103,645,0.88830139,0,0,30,1,55,2,0,1
647,https://cwrestorevercelapp.com/en/index.html,10651,648,0.826738689,0,0,3,0,23,0,0,1
648,http://tinyurl.com/4rr4x6mm,27411,649,0.864160531,0,0,16,1,24,23,0,1
649,https://validartokenitau.webcindario.com/,2703,650,0.871671367,0,0,3,1,1,1,0,1
650,https://docs.google.com/presentation/d/e/2PACX-1vT9aXAfZPTo8HmvWhMzfmPH5b7wrmbS6DtIFocRhw5ePOs5C3riie_0ceg0SFe5hty28JnUWmoqrSPx/pub?start=false&amp;loop=false&amp;delayms=3000,113805,651,0.837326509,0,0,18,0,0,0,0,1
651,https://ytrd-107530.weeblysite.com/,1551,652,0.625643849,0,0,0,0,1,1,0,1
652,https://cloudflare-ipfs.com/ipfs/QmVjgfzAkEeqYnqSbhGj5UQEWrNo6Qpgsdut7WyBsUavic,19132,653,0.904026185,0,0,2,1,0,0,0,1
653,http://cloudflare-ipfs.com/ipfs/QmVjgfzAkEeqYnqSbhGj5UQEWrNo6Qpgsdut7WyBsUavic,19132,654,0.904026185,0,0,2,1,0,0,0,1
654,http://cloudflare-ipfs.com/ipfs/QmdrbNxXBXpCVaf8DfzgeZwdCwxkTLQozK7Sux27XeJu8s,19133,655,0.904026185,0,0,2,1,0,0,0,1
655,https://cloudflare-ipfs.com/ipfs/Qmc89XkPkUAkJRbCictA6s69ULW6ayM1jtDBAKxiXBrVQX,19131,656,0.904026185,0,0,2,1,0,0,0,1
656,http://cloudflare-ipfs.com/ipfs/Qmc89XkPkUAkJRbCictA6s69ULW6ayM1jtDBAKxiXBrVQX,19131,657,0.904026185,0,0,2,1,0,0,0,1
661,https://stress.healthomni.com/old,493,662,0.178457653,0,0,0,0,0,0,0,1
662,https://stress.healthomni.com/old/,493,663,0.178457653,0,0,0,0,0,0,0,1
663,https://alepangido.samcart.com/products/pdso,325,664,0.452472733,0,0,0,0,0,0,0,1
664,https://www.human2go.com/wp-content/plugins/ultimate-faqs/html/,20612,665,0.672453182,1,0,30,1,26,23,0,1
665,https://s3.amazonaws.com/bjule59sandtez4ewf/postch.html,2888,666,0.443946238,0,0,0,0,0,0,0,1
666,https://lff.xnc.temporary.site/signup,428,667,0.325817606,0,0,0,0,0,0,0,1
667,https://wow-flowers.ru/bitrix/admin/mobile/ch/tracking.php?ssl=yes,26362,668,0.854440997,1,0,26,0,11,2,0,1
668,https://s3.amazonaws.com/haq69uaibarakinyt/postch.html,2888,669,0.443946238,0,0,0,0,0,0,0,1
669,https://optionscss3293.myclickfunnels.com/swipom39483,18480,670,0.905688692,0,0,4,1,0,0,0,1
670,https://omniva.microinform.bi/vHE9itBNX/hqaxy73ozr8sv2vt/track.php?,624,671,0.178457653,0,0,0,0,0,0,0,1
671,https://bafybeie66agdbf5yslzx5wtuix3qfy5k65dtpf6kq7pdwendviqxqj2r3u.ipfs.dweb.link/,6619,672,0.40722546,0,0,0,0,3,2,0,1
672,http://bafkreigokm4dzijwja5pdbdhvozhzn7v7h2n56l2svhysabofmydyp3tf4.ipfs.dweb.link/,6619,673,0.40722546,0,0,0,0,3,2,0,1
673,https://cloudflare-ipfs.com/ipfs/QmdrbNxXBXpCVaf8DfzgeZwdCwxkTLQozK7Sux27XeJu8s,19133,674,0.904026185,0,0,2,1,0,0,0,1
674,https://uiotru6wss5.weebly.com/?user-agent=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20,3792,675,0.667926093,0,0,1,0,2,0,0,1
675,https://staysignedin.weebly.com/,3792,676,0.667926093,0,0,1,0,2,0,0,1
676,https://app.mockplus.com/e/i9hQQ2GPN1,82081,677,0.602565166,0,0,4,1,0,0,0,1
677,https://dev-eliteluv.pantheonsite.io/wp-content/ar,4035,678,0.82199924,0,0,0,0,2,2,0,1
678,https://dev-eliteluv.pantheonsite.io/wp-content/ar/,4035,679,0.82199924,0,0,0,0,2,2,0,1
679,https://dev-eliteluv.pantheonsite.io/wp-content/ar/account/login.php,4035,680,0.82199924,0,0,0,0,2,2,0,1
680,https://secure-servicemanager765765454.miracle-chain.com/bussines-services-page/,10180,681,0.692517413,0,0,0,0,2,1,0,1
681,https://logochamp.co.uk/page-recovery6500921/,7603,682,0.754516382,0,0,0,0,1,0,0,1
682,https://limey.io/jhgfsghd73,16600,683,0.514990297,0,0,1,0,9,3,0,1
683,https://v3066303-3tkx4m25axrb.demo077.volusion.com/,4671,684,0.771931224,0,0,4,1,1,1,0,1
685,http://tinyurl.com/oiu098o0s,61341,686,0.894595077,0,0,28,1,25,24,0,1
693,https://hyperfollow.com/BTinternet,55182,694,0.857350231,1,0,64,1,4,1,0,1
694,https://forms.aweber.com/form/31/721079931.htm,39,695,0.138232703,0,0,0,0,0,0,0,1
695,https://y6oxn7l2.square.site/,1551,696,0.625643849,0,0,0,0,1,1,0,1
699,https://liefer-pakete.com/login/dpdch/,246,700,0.423249486,0,0,1,1,0,0,0,1
702,https://www.skoob.com.br/ad/cc/1/1/3/?pub=//ch-sixgroup.com/,39,703,0.138232703,0,0,0,0,0,0,0,1
703,https://lzrhivse.wpenginepowered.com/c,1939,704,0.14437935,0,0,0,0,4,4,0,1
706,https://opensealink.vercel.app/,4175,707,0.312300892,0,0,0,0,1,1,0,1
710,http://rcl.ink/A0Nlf?728867920469,1009,711,0.927562491,0,0,2,1,0,0,0,1
715,https://tyoung932.wixsite.com/my-site,5685,716,0.845673522,0,0,8,0,6,0,0,1
716,https://roogers.weebly.com/,3792,717,0.667926093,0,0,1,0,2,0,0,1
717,https://rogres.weebly.com/,3792,718,0.667926093,0,0,1,0,2,0,0,1
718,https://remboursementrapidemont09.weebly.com/,3792,719,0.667926093,0,0,1,0,2,0,0,1
719,https://myofficer365.weebly.com/,3792,720,0.667926093,0,0,1,0,2,0,0,1
720,https://myffcu.weebly.com/,3792,721,0.667926093,0,0,1,0,2,0,0,1
721,https://mitchogsuobodaksv7.wixsite.com/my-update-webmail,5685,722,0.845673522,0,0,8,0,6,0,0,1
722,https://messagerievocale324.wixsite.com/my-site-1,499573,723,0.922991762,1,0,49,1,1,0,0,1
723,https://login-org-698.hubside.fr/,316351,724,0.646602507,0,0,9,0,1,0,0,1
724,https://linkedin2024.weebly.com/,3792,725,0.667926093,0,0,1,0,2,0,0,1
725,https://justusal.weebly.com/,32112,726,0.877101221,1,0,27,1,6,1,0,1
726,https://janeleboeuf.wixsite.com/my-site-1,5685,727,0.845673522,0,0,8,0,6,0,0,1
727,https://hdhhdd.webflow.io/,880,728,0.818149649,0,0,0,0,0,0,0,1
728,https://hdgdg5.wixsite.com/ghdds,5684,729,0.845673522,0,0,8,0,6,0,0,1
729,https://dlvr-4.weebly.com/,3792,730,0.667926093,0,0,1,0,2,0,0,1
730,https://bo-re-techtty.weebly.com/,34948,731,0.88882129,1,0,28,1,12,1,0,1
731,https://bellsouthverfficationn.webflow.io/,880,732,0.818149649,0,0,0,0,0,0,0,1
732,https://atthome-107846.weeblysite.com/,1551,733,0.625643849,0,0,0,0,1,1,0,1
733,https://at-t-inc-396063.webflow.io/,880,734,0.818149649,0,0,0,0,0,0,0,1
734,https://aolbebnefit.weebly.com/,29296,735,0.891522926,1,0,31,1,1,0,0,1
735,https://active-dated.weebly.com/,28670,736,0.856129567,1,0,26,1,2,1,0,1
736,https://academique-de-creteil.hubside.fr/,316351,737,0.646602507,0,0,9,0,1,0,0,1
737,http://wallet-matamask.gitbook.io,203,738,0.214149183,0,0,0,0,0,0,0,1
738,http://ec2-52-3-249-11.compute-1.amazonaws.com/mw/latest/index.php/campaigns/ww567b5sn89bc/track-url/xw713c6w20d8f/3486b16ae41aacf574d6bc6118d3f91d71940046,5975,739,0.875502521,0,0,9,0,7,0,0,1
739,https://asunfalligna.web.app/,4040,740,0.82199924,0,0,0,0,2,2,0,1
740,https://asunfalligna.firebaseapp.com/,4040,741,0.82199924,0,0,0,0,2,2,0,1
741,https://digitalfortdavisportal-n1.web.app/,10580,742,0.183053881,0,0,0,0,2,2,0,1
742,https://digitalfortdavisportal-n1.firebaseapp.com/,10580,743,0.183053881,0,0,0,0,2,2,0,1
743,https://dmounaze.web.app/,34611,744,0.390981127,0,0,1,0,0,0,0,1
744,https://dmounaze.firebaseapp.com/,34611,745,0.390981127,0,0,1,0,0,0,0,1
745,https://document-99ac8.web.app/,10580,746,0.183053881,0,0,0,0,2,2,0,1
746,https://document-99ac8.firebaseapp.com/,10580,747,0.183053881,0,0,0,0,2,2,0,1
747,https://dropper-refactor-staging.web.app/,23047,748,0.48658706,0,0,1,0,1,0,0,1
748,https://dropper-refactor-staging.firebaseapp.com/,23047,749,0.48658706,0,0,1,0,1,0,0,1
749,https://emergency-housingrelief.web.app/,35826,750,0.755356014,1,0,11,1,2,0,0,1
750,https://emergency-housingrelief.firebaseapp.com/,35826,751,0.755356014,1,0,11,1,2,0,0,1
751,https://frvncou.web.app/,35137,752,0.390981127,0,0,1,0,0,0,0,1
752,https://frvncou.firebaseapp.com/,35137,753,0.390981127,0,0,1,0,0,0,0,1
753,https://halringpio865.web.app/,10580,754,0.183053881,0,0,0,0,2,2,0,1
754,https://halringpio865.firebaseapp.com/,10580,755,0.183053881,0,0,0,0,2,2,0,1
755,https://m-robinhood.web.app/,10580,756,0.183053881,0,0,0,0,2,2,0,1
756,https://m-robinhood.firebaseapp.com/,10580,757,0.183053881,0,0,0,0,2,2,0,1
757,https://person-skataten.web.app/,10580,758,0.183053881,0,0,0,0,2,2,0,1
758,https://person-skataten.firebaseapp.com/,10580,759,0.183053881,0,0,0,0,2,2,0,1
759,https://pontenyo.web.app/,8000,760,0.816812347,1,0,1,0,12,1,0,1
760,https://pontenyo.firebaseapp.com/,8569,761,0.881147796,1,0,10,0,12,1,0,1
761,https://trsswisspsstf.web.app/,10580,762,0.183053881,0,0,0,0,2,2,0,1
762,https://trsswisspsstf.firebaseapp.com/,10580,763,0.183053881,0,0,0,0,2,2,0,1
777,https://hhomelogginbt.weebly.com/,34902,778,0.901148058,1,0,27,1,5,1,0,1
779,https://florentine-fluoridated-stamp.glitch.me/,1930,780,0.678373852,0,0,0,0,2,1,0,1
782,https://hotmailsecurelogins.ronbrownhelen.workers.dev/,4086,783,0.688729687,0,0,3,0,3,3,0,1
783,https://hfh.pages.dev/,29522,784,0.834599043,1,0,12,1,3,2,0,1
784,https://pub-d1f7bb379085453592fe8e21d30c6bbe.r2.dev/rab.html,226,785,0.285532244,0,0,1,1,0,0,0,1
785,https://aoladminform.weebly.com/,3792,786,0.667926093,0,0,1,0,2,0,0,1
786,https://unrohesgevseolaordgeswefes02.pages.dev/,26571,787,0.835467589,1,0,1,0,0,0,0,1
787,https://a9203-09e6.hopash320.workers.dev/,3801451,788,0.885098015,1,0,9,1,5,0,0,1
788,https://wearefreindnowokman.nitasha705.workers.dev/,4077,789,0.688729687,0,0,3,0,3,3,0,1
789,https://attcurrentlysignin.weebly.com/,28280,790,0.862120583,1,0,26,1,1,0,0,1
794,https://violetak98w.cyou/spei/,4225,795,0.757647817,0,0,3,0,1,1,0,1
795,https://9ub8pleh.square.site/,1551,796,0.625643849,0,0,0,0,1,1,0,1
796,https://vu4rtjtw.square.site/,1551,797,0.625643849,0,0,0,0,1,1,0,1
798,https://login.cw1.ir/,61924,799,0.741966612,1,0,5,1,0,0,0,1
799,http://login.cw1.ir,58515,800,0.741966612,1,0,5,1,0,0,0,1
800,http://marketplace-item-663584348568.000.pe/?i=1,1104,801,0.65842168,0,0,2,0,0,0,0,1
804,https://docs.google.com/presentation/d/e/2PACX-1vRzdlFAwRAbYTvufxeo-QcS0XWufrOeBdhWfaToxWeqoFNtMwsGJCxo26T4DA0ugvJNeCOMeSc7nqwP/pub?start=true&amp;loop=true&amp;delayms=3000,202732,805,0.81987563,0,0,18,0,0,0,0,1
808,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH/,729,809,0.293235846,0,0,0,0,0,0,0,1
809,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH/info.html,729,810,0.293235846,0,0,0,0,0,0,0,1
810,http://immunisfortis.com/.well-known/acme-challenge/nvoice/CH,729,811,0.293235846,0,0,0,0,0,0,0,1
811,http://httpshttpshttpsportybetaddernewvisions0000067007.weebly.com/,39627,812,0.839596139,1,0,27,1,12,1,0,1
812,https://www.golfclubmilano.com/pagina_home.php,35853,813,0.500828608,0,0,12,1,42,4,0,1
813,http://golfclubmilano.com/gestione/data/DHLCN/DHLCN/index.php,35820,814,0.500828608,0,0,12,1,42,4,0,1
814,https://view-currently-2-9-2024.weeblysite.com/,1551,815,0.625643849,0,0,0,0,1,1,0,1
815,https://tools.usps-tracksrknwtn.top/,626,816,0.602030671,0,0,4,0,0,0,0,1
818,https://nuclo-b1bb.laseiphnel.workers.dev/,5093968,819,0.414293723,0,0,6,1,0,0,0,1
819,https://see-eim.pages.dev/,84572,820,0.852589165,1,0,6,1,6,3,0,1
820,https://pub-eb5a8dc8b80f41189a736e547388750f.r2.dev/elitefirm-llc.html?e=example@example.example,9380,821,0.442958422,0,0,10,1,0,0,0,1
821,http://florentine-fluoridated-stamp.glitch.me/,1930,822,0.678373852,0,0,0,0,2,1,0,1
822,http://commandheatingandair.com/.well-known/dkbde,39,823,0.138232703,0,0,0,0,0,0,0,1
823,https://swisspasteroke.web.app/#/v3/oevlogin/login,10580,824,0.183053881,0,0,0,0,2,2,0,1
824,https://openprol.vercel.app/,4175,825,0.312300892,0,0,0,0,1,1,0,1
827,https://home-103484.weeblysite.com/,1551,828,0.625643849,0,0,0,0,1,1,0,1
