,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,size,serial_no,similarity_score
431,8466198,https://pub-40029b94f9b8448e8df0fa219918a7c6.r2.dev/my1.htm,http://www.phishtank.com/phish_detail.php?phish_id=8466198,2024-02-25T03:40:52+00:00,yes,2024-02-25T03:52:49+00:00,yes,Other,1625828,432,0.6303408499788735
433,8466196,https://pub-09c5b90994134a3fa9b6d1f0a4dcc7fe.r2.dev/pinnaclereps.html,http://www.phishtank.com/phish_detail.php?phish_id=8466196,2024-02-25T03:40:03+00:00,yes,2024-02-25T03:52:49+00:00,yes,Microsoft,116091,434,0.28736972136172956
449,8466180,https://csadmin.eocambo.com/Package568895QA/Track/pracel/RDGDESDZRFSYJNOI/index.php?FGDD=1,http://www.phishtank.com/phish_detail.php?phish_id=8466180,2024-02-25T03:35:44+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,11709,450,0.38101642581593
450,8466179,https://sgbg.afrowebdigital.net/,http://www.phishtank.com/phish_detail.php?phish_id=8466179,2024-02-25T03:35:35+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,145,451,0.008785528307909766
451,8466178,http://sgbg.afrowebdigital.net/sms.php,http://www.phishtank.com/phish_detail.php?phish_id=8466178,2024-02-25T03:35:27+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,145,452,0.008785528307909766
452,8466177,http://sgbg.afrowebdigital.net/cc.php,http://www.phishtank.com/phish_detail.php?phish_id=8466177,2024-02-25T03:35:20+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,145,453,0.008785528307909766
453,8466176,http://particuliers-mescomptes.com/activer-mobile/infos-SG/,http://www.phishtank.com/phish_detail.php?phish_id=8466176,2024-02-25T03:35:12+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,246,454,0.07084481374724388
455,8466174,https://priority-mail-service.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8466174,2024-02-25T03:34:56+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,10580,456,0.29902797973708944
456,8466173,https://jxv.mjw.mybluehostin.me/s/usps/cbd01/,http://www.phishtank.com/phish_detail.php?phish_id=8466173,2024-02-25T03:34:48+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,264,457,0.008785528307909766
464,8466165,https://op-helpdesk.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466165,2024-02-25T03:33:45+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,3306,465,0.19921092345698815
467,8466162,http://pay-nztoll.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466162,2024-02-25T03:33:21+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,3303,468,0.19921092345698815
469,8466160,https://csgo-dallas.com/gift/48932459701435,http://www.phishtank.com/phish_detail.php?phish_id=8466160,2024-02-25T03:33:06+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,160,470,0.007454767971395245
470,8466159,https://propatchesusa.com/cpanel/Autopage/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8466159,2024-02-25T03:32:56+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,9040,471,0.4621907715481297
472,8466157,https://hardware-trezuir.gitbook.io/us/,http://www.phishtank.com/phish_detail.php?phish_id=8466157,2024-02-25T03:32:37+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,81500,473,0.20455776933116654
473,8466156,https://surahpdfdownload.com/wp-includes/blocks/audio/Corrected/Corrected/new/,http://www.phishtank.com/phish_detail.php?phish_id=8466156,2024-02-25T03:32:29+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,246,474,0.07084481374724388
477,8466152,http://s3-deprecated.us-east-1.amazonaws.com/appforest_uf/f1679916831775x584820813539005400/autorennew.html?email=redacted,http://www.phishtank.com/phish_detail.php?phish_id=8466152,2024-02-25T03:31:57+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,2818,478,0.151839028595284
478,8466149,http://www.accounts.synchronizing.googlemail.www2.vectorstrategies.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466149,2024-02-25T03:31:49+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,405278,479,0.8485366094175767
479,8466148,https://mobilmarkam.com/Viewuploadedpictures/and/location/,http://www.phishtank.com/phish_detail.php?phish_id=8466148,2024-02-25T03:31:42+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,1029145,480,0.30712622283293983
480,8466147,https://pub-9b9f00e61177403ebf8c3c84b3b67d3c.r2.dev/.%60%2c%5d.html,http://www.phishtank.com/phish_detail.php?phish_id=8466147,2024-02-25T03:31:33+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,13606,481,0.32637633769359264
482,8466144,https://jennelcheng.com/accpt/1drv/1drv/,http://www.phishtank.com/phish_detail.php?phish_id=8466144,2024-02-25T03:31:10+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,110271,483,0.2864771581168231
485,8466141,https://kaka-a0i.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=8466141,2024-02-25T03:30:46+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,136260,486,0.3126000486168056
489,8466137,https://find-ordersupport.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466137,2024-02-25T03:30:14+00:00,yes,2024-02-25T03:41:47+00:00,yes,Other,17746,490,0.2834229298235222
494,8466131,http://retoure.albstoffe-performance.com/de/privatkunden/pakete-empfangen/express-sendung-empfangen/faq.html,http://www.phishtank.com/phish_detail.php?phish_id=8466131,2024-02-25T03:29:12+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,210,495,0.008785528307909766
497,8466128,http://mertkarlk.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466128,2024-02-25T03:28:48+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,1979,498,0.1849090104304331
499,8466126,https://ebankingdkb.sviluppo.host/meinapp/77464/Entry.php,http://www.phishtank.com/phish_detail.php?phish_id=8466126,2024-02-25T03:28:32+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,551426,500,0.4026578894692628
500,8466125,https://ebankingdkb.sviluppo.host/meinapp/44317/Entry.php,http://www.phishtank.com/phish_detail.php?phish_id=8466125,2024-02-25T03:28:25+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,551426,501,0.4026578894692628
501,8466124,https://www.enomis-paris.fr/MY/EU/home-wr/my-cart.php?token=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwbGVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMi4wLjYyNjEuNjkgU2FmYXJpLzUzNy4zNjE3OC4zMy4xNDQuMTc2MjAyNDpGZWI6U2F0,http://www.phishtank.com/phish_detail.php?phish_id=8466124,2024-02-25T03:28:18+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,131874,502,0.34413880243690814
502,8466123,https://compuvalencia.com/dhlpriv/,http://www.phishtank.com/phish_detail.php?phish_id=8466123,2024-02-25T03:28:10+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,39,503,0.00680524096483367
504,8466121,https://multifixdapp.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=8466121,2024-02-25T03:27:53+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,86586,505,0.275338686119066
505,8466120,https://php-lemon-elephant-darkizitri809234.codeanyapp.com/pass/14127/,http://www.phishtank.com/phish_detail.php?phish_id=8466120,2024-02-25T03:27:46+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,39,506,0.00680524096483367
506,8466119,https://web3apifirmware.github.io/en/,http://www.phishtank.com/phish_detail.php?phish_id=8466119,2024-02-25T03:27:38+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,88161,507,0.2767844733023331
507,8466118,https://web3apifirmware.github.io/manual/form.html?issue=MM,http://www.phishtank.com/phish_detail.php?phish_id=8466118,2024-02-25T03:27:30+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,12167,508,0.45692383517499313
514,8466108,https://jottambor.com/dh/app/index.php?userid=9d8021428ef5605da42042f3930ae64a&ue=cc4f9e95d8a35eeee1d5c344d50d17bd,http://www.phishtank.com/phish_detail.php?phish_id=8466108,2024-02-25T03:26:12+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,39,515,0.00680524096483367
515,8466107,https://document.files-shared-secure.workers.dev,http://www.phishtank.com/phish_detail.php?phish_id=8466107,2024-02-25T03:26:05+00:00,yes,2024-02-25T03:31:54+00:00,yes,Other,2115712,516,0.06757158447928457
525,8466054,https://universityofcetralflorida.ukit.me/,http://www.phishtank.com/phish_detail.php?phish_id=8466054,2024-02-25T01:51:09+00:00,yes,2024-02-25T02:03:33+00:00,yes,Other,4771,526,0.19355854367853254
526,8466053,https://uniersityofcetralflorida.ukit.me/,http://www.phishtank.com/phish_detail.php?phish_id=8466053,2024-02-25T01:51:01+00:00,yes,2024-02-25T02:03:33+00:00,yes,Other,4771,527,0.19355854367853254
527,8466052,https://uconnrequestcancellationform1.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466052,2024-02-25T01:50:53+00:00,yes,2024-02-25T02:03:33+00:00,yes,Other,33229,528,0.3586548261853286
528,8466051,https://twittercookieupdate.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466051,2024-02-25T01:50:45+00:00,yes,2024-02-25T02:03:33+00:00,yes,Other,3792,529,0.16922312652345672
529,8466048,https://today-currently-24-2-1024.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466048,2024-02-25T01:50:37+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,530,0.17414213811967472
530,8466047,https://securityss.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466047,2024-02-25T01:50:30+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,17801,531,0.2834229298235222
531,8466046,https://securite00.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466046,2024-02-25T01:50:22+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,3792,532,0.16922312652345672
532,8466045,https://rvbyuhf3reu209wdiujvdefddef.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466045,2024-02-25T01:50:14+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,28558,533,0.31945270795116915
533,8466044,https://richiedesk.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466044,2024-02-25T01:50:05+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,3792,534,0.16922312652345672
534,8466043,https://raritanvalleycommunitycollege.ukit.me/,http://www.phishtank.com/phish_detail.php?phish_id=8466043,2024-02-25T01:49:57+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,4771,535,0.19355854367853254
535,8466041,https://qweytreasdfghzxcvbn.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466041,2024-02-25T01:49:49+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,536,0.17414213811967472
536,8466040,https://other-103768.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466040,2024-02-25T01:49:42+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,537,0.17414213811967472
537,8466039,https://orderduhdnuxjknujxx.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466039,2024-02-25T01:49:34+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,538,0.17414213811967472
538,8466038,https://mailsystemauth.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466038,2024-02-25T01:49:26+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,3792,539,0.16922312652345672
539,8466037,https://fwefbwefewfew.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466037,2024-02-25T01:49:05+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,36806,540,0.3766938512526409
540,8466036,https://form.jotform.com/240545513129048,http://www.phishtank.com/phish_detail.php?phish_id=8466036,2024-02-25T01:48:57+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,5847,541,0.21365086464920255
541,8466035,https://ejam0u9a.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8466035,2024-02-25T01:48:34+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,542,0.17414213811967472
542,8466034,https://cogeco-106361.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8466034,2024-02-25T01:48:26+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,1551,543,0.17414213811967472
543,8466033,https://btinternet-79497c.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=8466033,2024-02-25T01:48:15+00:00,yes,2024-02-25T01:52:35+00:00,yes,Other,880,544,0.23633575887670136
545,8466027,https://www.justnewproductions.com/,http://www.phishtank.com/phish_detail.php?phish_id=8466027,2024-02-25T01:32:48+00:00,yes,2024-02-25T01:42:14+00:00,yes,Amazon.com,39,546,0.00680524096483367
546,8466024,https://docs.google.com/presentation/d/e/2PACX-1vSZbIsH6WwNMxJE9f471vS1TPnyCofO9R_XCjtuX4nNBc6pf67SPQq2uqD4J6FBX7untAyTQO0ySIds/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8466024,2024-02-25T01:11:52+00:00,yes,2024-02-25T01:23:03+00:00,yes,Other,106591,547,0.2783304650299298
547,8466008,https://app.formester.com/f/be273a76-d3b5-401f-b5d5-e0f86031844b?ZGVudDI4MjhAaGFubWFpbC5uZXQ=,http://www.phishtank.com/phish_detail.php?phish_id=8466008,2024-02-25T01:01:38+00:00,yes,2024-02-25T06:22:57+00:00,yes,Other,1945,548,0.047441852862712734
549,8466003,https://fedex-online-mx--fedex-mx.codeanyapp.com/SM/Biling.html,http://www.phishtank.com/phish_detail.php?phish_id=8466003,2024-02-25T01:00:47+00:00,yes,2024-02-25T01:03:29+00:00,yes,Other,39,550,0.00680524096483367
550,8465997,https://hkyf65za.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465997,2024-02-25T00:56:13+00:00,yes,2024-02-25T01:03:29+00:00,yes,Other,1551,551,0.17414213811967472
555,8465974,https://usps.pdbbjwuzdx.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465974,2024-02-24T23:35:41+00:00,yes,2024-02-25T00:22:21+00:00,yes,Other,626,556,0.1354887581094372
556,8465973,https://usps.nixhkrvgej.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465973,2024-02-24T23:34:27+00:00,yes,2024-02-25T00:22:21+00:00,yes,Other,626,557,0.1354887581094372
557,8465972,https://usps.gxwcfgihdh.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465972,2024-02-24T23:33:31+00:00,yes,2024-02-25T00:22:21+00:00,yes,Other,626,558,0.1354887581094372
558,8465971,https://xzm1um.webwave.dev,http://www.phishtank.com/phish_detail.php?phish_id=8465971,2024-02-24T23:27:05+00:00,yes,2024-02-25T00:22:21+00:00,yes,AT&amp;T,1492,559,0.06501290947853226
559,8465970,https://www3.mbtcom.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465970,2024-02-24T23:25:33+00:00,yes,2024-02-25T00:22:21+00:00,yes,M&amp;T Bank,89805,560,0.36895636587056807
560,8465969,https://aseguratecolombia.brizy.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465969,2024-02-24T23:22:16+00:00,yes,2024-02-25T00:22:21+00:00,yes,Other,39,561,0.00680524096483367
561,8465954,https://docs.google.com/presentation/d/e/2PACX-1vRJboF5U6dFIKUclKTaqx-plfCUJeMsJ3nisx-UvNocBUN8_0zfYNpkR1EU7RGfIJR4tCRgiMLnSYWB/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465954,2024-02-24T22:42:36+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,3038,562,0.22148652814609282
562,8465953,https://docs.google.com/presentation/d/e/2PACX-1vQWD3L5IEx7-KWK1TDHQc2N6jFM2pfe3moVlHiSUrBckdh9NKpvyJl5xwdHgwRa1lOut769pXTeUYkF/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465953,2024-02-24T22:32:15+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,3038,563,0.22148652814609282
563,8465952,https://updatedservicesmaill.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465952,2024-02-24T22:11:04+00:00,yes,2024-02-25T00:11:59+00:00,yes,AT&amp;T,3792,564,0.16922312652345672
564,8465950,https://proposal893link9340.analawncare.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465950,2024-02-24T22:02:04+00:00,yes,2024-02-25T00:11:59+00:00,yes,Microsoft,4113,565,0.24347477652839894
565,8465949,https://cute-entremet-49bd4bsd.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465949,2024-02-24T22:01:23+00:00,yes,2024-02-25T00:11:59+00:00,yes,Facebook,2871,566,0.22642558119217157
566,8465937,https://security-support-case-n-0a132d.netlify.app/form.html,http://www.phishtank.com/phish_detail.php?phish_id=8465937,2024-02-24T21:59:54+00:00,yes,2024-02-25T00:11:59+00:00,yes,Facebook,2871,567,0.22642558119217157
571,8465932,https://comforting-cajeta-9d1028sd.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465932,2024-02-24T21:58:18+00:00,yes,2024-02-25T00:11:59+00:00,yes,Facebook,2871,572,0.22642558119217157
572,8465931,https://blush-innovative-frill.glitch.me/uytty.html,http://www.phishtank.com/phish_detail.php?phish_id=8465931,2024-02-24T21:57:28+00:00,yes,2024-02-25T00:11:59+00:00,yes,Coinbase,1924,573,0.1699295831524572
573,8465930,https://docusign-sev.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465930,2024-02-24T21:55:55+00:00,yes,2024-02-25T00:11:59+00:00,yes,DocuSign,4113,574,0.24347477652839894
574,8465929,https://netflix.dahai2626.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465929,2024-02-24T21:53:49+00:00,yes,2024-02-25T00:11:59+00:00,yes,Netflix,404510,575,0.330313352611678
575,8465928,https://login-att-10388.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465928,2024-02-24T21:53:11+00:00,yes,2024-02-25T00:11:59+00:00,yes,AT&amp;T,1551,576,0.17414213811967472
576,8465927,https://securehotmail.ronbrownhelen.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465927,2024-02-24T21:51:41+00:00,yes,2024-02-25T00:11:59+00:00,yes,Microsoft,4113,577,0.24347477652839894
577,8465926,https://enpr1firstentsecure23alert.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465926,2024-02-24T21:50:47+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,19352,578,0.3936414923902324
578,8465925,https://benutzer-beschwerde-kontodetails.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465925,2024-02-24T21:48:06+00:00,yes,2024-02-25T00:11:59+00:00,yes,Facebook,2871,579,0.22642558119217157
579,8465924,https://slu.ebl.mybluehost.me/-/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8465924,2024-02-24T21:46:39+00:00,yes,2024-02-25T00:11:59+00:00,yes,Coinbase,3521,580,0.15961593793222137
580,8465923,https://carpal-lyrical-sloop.glitch.me/i8uy7y.html,http://www.phishtank.com/phish_detail.php?phish_id=8465923,2024-02-24T21:46:04+00:00,yes,2024-02-25T00:11:59+00:00,yes,Coinbase,1922,581,0.1699295831524572
581,8465922,https://cecilion.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8465922,2024-02-24T21:45:09+00:00,yes,2024-02-25T00:11:59+00:00,yes,Microsoft,2372,582,0.29373446840657624
582,8465921,https://lolweaw.editorx.io/my-site,http://www.phishtank.com/phish_detail.php?phish_id=8465921,2024-02-24T21:45:00+00:00,yes,2024-02-25T00:11:59+00:00,yes,AT&amp;T,25601,583,0.35584919371724244
583,8465920,https://homet-10156612.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465920,2024-02-24T21:41:48+00:00,yes,2024-02-25T00:11:59+00:00,yes,AT&amp;T,1551,584,0.17414213811967472
585,8465917,https://cloudflare-ipfs.com/ipfs/bafybeibscxnj4fjuvnbsc3b7kw5xyi7dkfcxlxsnhtdxnqhwgqx6rr4pfy/bergaxel231.html,http://www.phishtank.com/phish_detail.php?phish_id=8465917,2024-02-24T21:39:31+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,1900432,586,0.29419502580149504
588,8465914,https://shorthaired-brass-ink.glitch.me/,http://www.phishtank.com/phish_detail.php?phish_id=8465914,2024-02-24T21:38:52+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,1923,589,0.1699295831524572
590,8465911,https://scintillating-odsatdsader-bbcc12.netlify.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465911,2024-02-24T21:37:08+00:00,yes,2024-02-25T00:11:59+00:00,yes,Facebook,2871,591,0.22642558119217157
591,8465910,https://pass-ch.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8465910,2024-02-24T21:36:19+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,8264,592,0.2511966286354182
592,8465909,https://usps.spnjgqnvzo.top/,http://www.phishtank.com/phish_detail.php?phish_id=8465909,2024-02-24T21:31:28+00:00,yes,2024-02-25T00:11:59+00:00,yes,Other,626,593,0.1354887581094372
593,8465908,https://segurosaldiacolombia.brizy.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465908,2024-02-24T21:24:57+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,39,594,0.00680524096483367
594,8465907,https://aoh.lkl.mybluehost.me/ar/app/index.php?&userid=3b0cab9058c9754c3ce892f0aeef0a76&ue=d44b75e3be7b412c2d3369f0df9c5d25,http://www.phishtank.com/phish_detail.php?phish_id=8465907,2024-02-24T21:24:27+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,39,595,0.00680524096483367
595,8465905,https://featherservices.ca/ps1,http://www.phishtank.com/phish_detail.php?phish_id=8465905,2024-02-24T21:24:24+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,105922,596,0.5010443292759177
596,8465906,https://featherservices.ca/ps1/,http://www.phishtank.com/phish_detail.php?phish_id=8465906,2024-02-24T21:24:24+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,105908,597,0.5010443292759177
597,8465904,https://dtytudattwebpages.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465904,2024-02-24T21:23:36+00:00,yes,2024-02-25T00:03:58+00:00,yes,AT&amp;T,1551,598,0.17414213811967472
598,8465902,http://att-management-106042.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465902,2024-02-24T21:22:58+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,1551,599,0.17414213811967472
599,8465903,https://att-management-106042.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465903,2024-02-24T21:22:58+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,1551,600,0.17414213811967472
601,8465900,https://my-site-109547-101992.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465900,2024-02-24T21:19:28+00:00,yes,2024-02-25T00:03:58+00:00,yes,AT&amp;T,92177,602,0.12753070354018722
604,8465895,https://homedisupdted.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8465895,2024-02-24T21:11:39+00:00,yes,2024-02-25T00:03:58+00:00,yes,AT&amp;T,1551,605,0.17414213811967472
607,8465891,https://taplink.cc/homedoneisup,http://www.phishtank.com/phish_detail.php?phish_id=8465891,2024-02-24T21:02:01+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,1597,608,0.14141180469547893
610,8465874,https://algogold.com/,http://www.phishtank.com/phish_detail.php?phish_id=8465874,2024-02-24T21:00:18+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,190487,611,0.3710505570349021
611,8465873,http://goltaa.com,http://www.phishtank.com/phish_detail.php?phish_id=8465873,2024-02-24T21:00:16+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,123559,612,0.3109394265730085
612,8465871,http://algogold.com,http://www.phishtank.com/phish_detail.php?phish_id=8465871,2024-02-24T20:52:14+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,190487,613,0.3710505570349021
613,8465861,https://docs.google.com/presentation/d/e/2PACX-1vQdkrucnBIz0j_WKHf6YkizrArgvekDMXKf3h16aPdp4rIT92EjfhCSbfLgiRiHHsPwqz3x7z3FbNfe/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465861,2024-02-24T20:11:22+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,2802,614,0.18502998413986046
614,8465854,https://taplink.cc/homedisupdates,http://www.phishtank.com/phish_detail.php?phish_id=8465854,2024-02-24T20:03:13+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,1601,615,0.14141180469547893
615,8465847,https://docs.google.com/presentation/d/e/2PACX-1vTuWwpMC6j_hPzYYvXp03DnQYMMAB1ej9UpQ5Vts4U9442Y9kweKJ8rNC6DcQl8StQGHtZ9f-i8ZpB5/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465847,2024-02-24T20:02:43+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,3038,616,0.22148652814609282
619,8465837,https://docs.google.com/presentation/d/e/2PACX-1vRhFPTzMT1k0ghmJQ4az_PB40SZjXYWXYHASRlAxsFmwAPnouAVTd_ru7Y-z99B_iRnh2tw5lh3ztI4/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465837,2024-02-24T19:51:38+00:00,yes,2024-02-25T00:03:58+00:00,yes,Other,3038,620,0.22148652814609282
622,8465826,https://docs.google.com/presentation/d/e/2PACX-1vTda2JGwTXDX-9lU0dkRQadVH1Hh5wZPEJEc8FAXb89CPaMha4gCMlAcqE-Thy-CFb2KIl2zDn9jxfX/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8465826,2024-02-24T18:02:00+00:00,yes,2024-02-24T23:51:48+00:00,yes,Other,99999,623,0.2786864359650544
623,8465825,https://docs.google.com/presentation/d/e/2PACX-1vTda2JGwTXDX-9lU0dkRQadVH1Hh5wZPEJEc8FAXb89CPaMha4gCMlAcqE-Thy-CFb2KIl2zDn9jxfX/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,http://www.phishtank.com/phish_detail.php?phish_id=8465825,2024-02-24T18:01:59+00:00,yes,2024-02-24T23:51:48+00:00,yes,Other,99672,624,0.27863363203387237
624,8465824,https://docs.google.com/presentation/d/e/2PACX-1vRBWVUlGXo1Yz2ILTeGQXiBiaLM4HdL1nySdrSmQENffXGx3EbEufRtBeA5zsEcqVN3AIHECkzEfGuI/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8465824,2024-02-24T17:25:33+00:00,yes,2024-02-24T23:51:48+00:00,yes,Other,3038,625,0.22148652814609282
625,8465821,https://canadaallvisa.com/doud.php,http://www.phishtank.com/phish_detail.php?phish_id=8465821,2024-02-24T17:22:13+00:00,yes,2024-02-24T23:51:48+00:00,yes,Other,11709,626,0.38101642581593
626,8465820,https://cpanel101.turbify.biz/~kcbj2r1318mxkc32/sd/,http://www.phishtank.com/phish_detail.php?phish_id=8465820,2024-02-24T17:22:08+00:00,yes,2024-02-24T23:51:49+00:00,yes,Other,7596,627,0.20739340243324125
